manzana_censal_residencia;n;criterio
13119231005019;2;No
13119231006010;2;No
13119231007002;2;No
13119231008040;2;No
13120011001001;2;No
13120011001007;2;No
13120011002003;2;No
13120011002016;2;No
13120011003003;2;No
13120011003004;2;No
13120011003007;2;No
13120011004005;2;No
13120011006003;2;No
13120011008001;2;No
13120011008002;2;No
13120011009003;2;No
13120021001009;2;No
13120021002001;2;No
13120021002009;2;No
13120021002011;2;No
13120021002018;2;No
13120021002019;2;No
13120021003011;2;No
13120021003012;2;No
13120021005001;2;No
13120021006005;2;No
13120021006014;2;No
13120021006018;2;No
13120031002016;2;No
13120031003006;2;No
13120041002010;2;No
13120041002011;2;No
13120041002012;2;No
13120041002016;2;No
13120041003003;2;No
13120041003038;2;No
13120041003040;2;No
13120041004007;2;No
13120041005047;2;No
13120041005049;2;No
13120051001001;2;No
13120051001007;2;No
13120051001010;2;No
13120051002012;2;No
13120051002045;2;No
13120051003004;2;No
13120061001001;2;No
13120071002004;2;No
13120071003003;2;No
13120071004001;2;No
13120071005011;2;No
13120071005901;2;No
13120071006027;2;No
13120071007008;2;No
13120081004003;2;No
13120091001001;2;No
13120091001003;2;No
13120091002003;2;No
13120091002004;2;No
13120091002005;2;No
13120091003002;2;No
13120101001013;2;No
13120101002001;2;No
13120101004003;2;No
13120101005002;2;No
13120101005005;2;No
13120101006004;2;No
13120101007013;2;No
13120101008010;2;No
13120111001014;2;No
13120111002012;2;No
13120111005004;2;No
13120111007009;2;No
13121011001018;2;No
13121011002017;2;No
13121011002025;2;No
13121011002027;2;No
13121011003001;2;No
13121011003003;2;No
13121011003012;2;No
13121011003016;2;No
13121011003027;2;No
13121011003033;2;No
13121011003036;2;No
13121021003005;2;No
13121021003008;2;No
13121021003023;2;No
13121021003026;2;No
13121021003034;2;No
13121031001008;2;No
13121031001018;2;No
13121031002002;2;No
13121031002024;2;No
13121031002901;2;No
13121031003027;2;No
13121041001022;2;No
13121041001034;2;No
13121041002017;2;No
13121041002033;2;No
13121041003001;2;No
13121041003034;2;No
13121041003038;2;No
13121041004003;2;No
13121051001003;2;No
13121051001013;2;No
13121051001018;2;No
13121051002032;2;No
13121051002040;2;No
13121051002502;2;No
13121051004004;2;No
13121061001027;2;No
13121061002003;2;No
13121061002010;2;No
13121061002011;2;No
13121061002034;2;No
13121061002060;2;No
13121061003045;2;No
13121071001008;2;No
13121071001009;2;No
13121071001011;2;No
13121071002006;2;No
13121071002008;2;No
13121071003002;2;No
13121071003006;2;No
13121071003007;2;No
13121071003013;2;No
13121071004011;2;No
13121071004018;2;No
13121081001023;2;No
13121081002003;2;No
13122011001002;2;No
13122011001006;2;No
13122011003017;2;No
13122011003020;2;No
13122011004011;2;No
13122021001006;2;No
13122021001019;2;No
13122021001901;2;No
13122021002014;2;No
13122021002020;2;No
13122021003027;2;No
13122021003038;2;No
13122021003901;2;No
13122021004002;2;No
13122021004007;2;No
13122021004016;2;No
13122031001021;2;No
13122031002011;2;No
13122031002016;2;No
13122031002026;2;No
13122031002033;2;No
13122031002035;2;No
13122031002045;2;No
13122031002051;2;No
13122031002500;2;No
13122031002501;2;No
13122031003010;2;No
13122031003013;2;No
13122031003014;2;No
13122031003016;2;No
13122031003019;2;No
13122031003023;2;No
13122031004007;2;No
13122031005004;2;No
13122031005010;2;No
13122031005025;2;No
13122031005042;2;No
13122031006005;2;No
13122031006012;2;No
13122031006040;2;No
13122031006055;2;No
13122031007017;2;No
13122031007022;2;No
13122031007030;2;No
13122031007037;2;No
13122031007039;2;No
13122031008022;2;No
13122031008038;2;No
13122031009007;2;No
13122031009010;2;No
13122031009015;2;No
13122031009022;2;No
13122031010018;2;No
13122031011008;2;No
13122031011010;2;No
13122041002021;2;No
13122041002022;2;No
13122041002026;2;No
13122041003021;2;No
13122041005019;2;No
13122051001018;2;No
13122051002022;2;No
13122051002500;2;No
13122051003008;2;No
13122051005007;2;No
13122051005014;2;No
13122061001035;2;No
13122061001050;2;No
13122061002010;2;No
13122061002018;2;No
13122061002034;2;No
13122061003006;2;No
13122061003023;2;No
13122061003034;2;No
13122061004047;2;No
13122071002009;2;No
13122071002011;2;No
13122071003031;2;No
13122071005024;2;No
13122081001013;2;No
13122081001017;2;No
13122081002007;2;No
13122081002011;2;No
13122081002018;2;No
13122081003033;2;No
13122081004036;2;No
13122091001004;2;No
13122091002008;2;No
13122091004012;2;No
13122101001009;2;No
13122101002001;2;No
13122101002024;2;No
13122101003001;2;No
13122101004016;2;No
13122101005002;2;No
13122101005025;2;No
13122111001008;2;No
13122111001018;2;No
13122111001021;2;No
13122111001022;2;No
13122111002046;2;No
13122111003005;2;No
13122111003028;2;No
13122111003031;2;No
13122111003032;2;No
13122111003038;2;No
13122111004001;2;No
13122111004018;2;No
13122111004028;2;No
13122111004032;2;No
13122111004047;2;No
13122111004053;2;No
13122111004055;2;No
13122111005019;2;No
13122111005035;2;No
13122111005046;2;No
13123011004004;2;No
13123011005010;2;No
13123011006500;2;No
13123021003007;2;No
13123021006005;2;No
13123021007007;2;No
13123021007011;2;No
13123031004002;2;No
13123031004003;2;No
13123031010003;2;No
13123031011013;2;No
13123041001002;2;No
13123041002001;2;No
13123041002012;2;No
13123041003034;2;No
13123041004001;2;No
13123041004008;2;No
13123041004011;2;No
13123041005001;2;No
13123041005006;2;No
13123041006901;2;No
13123041010002;2;No
13123041012004;2;No
13123041012008;2;No
13123041012500;2;No
13123051001021;2;No
13123051001028;2;No
13123051002002;2;No
13123051002017;2;No
13123051002022;2;No
13123071001020;2;No
13123071002027;2;No
13123071002046;2;No
13124011002014;2;No
13124011002019;2;No
13124011003004;2;No
13124011004001;2;No
13124011004002;2;No
13124021003027;2;No
13124021003031;2;No
13124021006019;2;No
13124031002006;2;No
13124031003006;2;No
13124031004002;2;No
13124031004003;2;No
13124041001009;2;No
13124041002024;2;No
13124041002037;2;No
13124041003011;2;No
13124041003017;2;No
13124041004024;2;No
13124051001009;2;No
13124051003004;2;No
13124051003005;2;No
13124051003013;2;No
13124061001004;2;No
13124061001023;2;No
13124061001025;2;No
13124061001032;2;No
13124061001033;2;No
13124061002004;2;No
13124061002018;2;No
13124061002050;2;No
13124061003003;2;No
13124061003010;2;No
13124061003021;2;No
13124061004031;2;No
13124061004034;2;No
13124061005006;2;No
13124061005011;2;No
13124061005015;2;No
13124061006004;2;No
13124061007002;2;No
13124061007005;2;No
13124061007007;2;No
13124061007011;2;No
13124061008007;2;No
13124061008016;2;No
13124061008027;2;No
13124061009007;2;No
13124061009015;2;No
13124061009017;2;No
13124061009020;2;No
13124061009032;2;No
13124061009033;2;No
13124061009037;2;No
13124061009039;2;No
13124061011004;2;No
13124061011021;2;No
13124061012018;2;No
13124061013002;2;No
13124061014016;2;No
13124061014021;2;No
13124061014022;2;No
13124061015003;2;No
13124061015006;2;No
13124061015027;2;No
13124061016003;2;No
13124061016007;2;No
13124061016022;2;No
13124061016025;2;No
13124061016026;2;No
13124061017041;2;No
13124061017043;2;No
13124061018004;2;No
13124061018049;2;No
13124061018055;2;No
13124061018063;2;No
13124061018901;2;No
13124061019025;2;No
13124061020031;2;No
13124061021006;2;No
13124061021008;2;No
13124061021021;2;No
13124061021031;2;No
13124061021032;2;No
13124061021038;2;No
13124061021042;2;No
13124061022004;2;No
13124061022008;2;No
13124061022010;2;No
13124061022016;2;No
13124061022018;2;No
13124061022026;2;No
13124061022033;2;No
13124061023008;2;No
13124061024024;2;No
13124061024026;2;No
13124061024029;2;No
13124061024031;2;No
13124061024034;2;No
13124061024039;2;No
13124071001031;2;No
13124071001501;2;No
13124071002043;2;No
13124071003007;2;No
13124091001008;2;No
13124091001009;2;No
13124091001015;2;No
13124091001047;2;No
13124091002002;2;No
13124091003010;2;No
13124091004024;2;No
13124101003012;2;No
13124101003901;2;No
13124101004001;2;No
13124101004011;2;No
13124101004016;2;No
13125011001005;2;No
13125011002013;2;No
13125011005015;2;No
13125011005030;2;No
13125011006004;2;No
13125011006019;2;No
13125011006020;2;No
13125011006025;2;No
13125011008017;2;No
13125021001019;2;No
13125021001031;2;No
13125021001036;2;No
13125021002001;2;No
13125021002003;2;No
13125021002004;2;No
13125021002007;2;No
13125021003901;2;No
13125021004005;2;No
13125021004008;2;No
13125021004021;2;No
13125021004029;2;No
13125021004030;2;No
13125021004502;2;No
13125021005001;2;No
13125021005005;2;No
13125021005013;2;No
13125021005500;2;No
13125021007005;2;No
13125021007026;2;No
13125021008004;2;No
13125021008006;2;No
13125021008029;2;No
13125021008046;2;No
13125021008050;2;No
13125021008054;2;No
13125021010001;2;No
13125021010002;2;No
13125021010008;2;No
13125021010020;2;No
13125021010026;2;No
13125021012007;2;No
13125021012026;2;No
13125021013024;2;No
13125021013026;2;No
13125021014002;2;No
13125021015013;2;No
13125021015017;2;No
13125021016005;2;No
13125021016014;2;No
13125021016019;2;No
13125021019011;2;No
13125021020012;2;No
13125021020014;2;No
13125021020017;2;No
13125021020018;2;No
13125021020020;2;No
13125021020027;2;No
13125021020031;2;No
13125021021006;2;No
13125041001002;2;No
13125041001005;2;No
13125041001012;2;No
13125041001031;2;No
13125041002004;2;No
13125041003028;2;No
13125041003038;2;No
13125041004021;2;No
13125041005018;2;No
13125041005036;2;No
13125041006010;2;No
13125041006015;2;No
13125041007035;2;No
13125041007045;2;No
13125041007048;2;No
13125041007053;2;No
13125041008025;2;No
13125041008027;2;No
13125041008033;2;No
13125041009001;2;No
13125041009009;2;No
13125041009031;2;No
13125041010002;2;No
13125041010013;2;No
13125041011005;2;No
13125041011006;2;No
13125041011012;2;No
13125041011016;2;No
13125041011036;2;No
13125041012004;2;No
13125041012009;2;No
13125041012033;2;No
13125041012036;2;No
13125041013005;2;No
13125041014009;2;No
13125041014018;2;No
13125041014027;2;No
13125041015032;2;No
13126011001005;2;No
13126011001007;2;No
13126011001012;2;No
13126011001016;2;No
13126011002002;2;No
13126011002007;2;No
13126011002010;2;No
13126011002015;2;No
13126011003008;2;No
13126011003021;2;No
13126011003027;2;No
13126021001006;2;No
13126021001010;2;No
13126021001013;2;No
13126021001017;2;No
13126021002010;2;No
13126021003034;2;No
13126021004022;2;No
13126021005005;2;No
13126021005009;2;No
13126021005018;2;No
13126031003001;2;No
13126041001001;2;No
13126041001015;2;No
13126041001031;2;No
13126051001008;2;No
13126051002014;2;No
13126051002016;2;No
13126051002029;2;No
13126061001008;2;No
13126061001011;2;No
13126061001019;2;No
13126061002002;2;No
13126061002025;2;No
13126061003010;2;No
13126071001004;2;No
13126071001007;2;No
13126081001005;2;No
13126081001006;2;No
13126081001030;2;No
13126081001034;2;No
13126081002003;2;No
13126081002901;2;No
13126081003014;2;No
13126081003030;2;No
13126081003031;2;No
13126091002007;2;No
13126091002013;2;No
13126091002016;2;No
13126091002030;2;No
13126091002042;2;No
13126091002046;2;No
13126091003004;2;No
13127011001012;2;No
13127011002013;2;No
13127021002022;2;No
13127021003007;2;No
13127021003012;2;No
13127021004001;2;No
13127021004004;2;No
13127031001004;2;No
13127041001002;2;No
13127041001022;2;No
13127041002002;2;No
13127041002003;2;No
13127041002004;2;No
13127041002005;2;No
13127041003041;2;No
13127041003045;2;No
13127041004005;2;No
13127041004009;2;No
13127051002024;2;No
13127051003015;2;No
13127061002006;2;No
13127061003013;2;No
13127061003017;2;No
13127061003901;2;No
13127061004022;2;No
13127061004034;2;No
13127061005019;2;No
13127061005024;2;No
13127071001001;2;No
13127071001019;2;No
13127071003001;2;No
13127071003002;2;No
13127071003901;2;No
13127071004013;2;No
13127081001012;2;No
13127081002002;2;No
13127081002004;2;No
13127081002008;2;No
13127081002009;2;No
13127081003004;2;No
13127091001005;2;No
13127091003007;2;No
13127101001005;2;No
13127101001017;2;No
13127111001031;2;No
13127111002022;2;No
13127111003027;2;No
13127111005002;2;No
13127111005019;2;No
13127121002020;2;No
13127121002025;2;No
13127121003010;2;No
13127121003025;2;No
13127121003045;2;No
13127131001012;2;No
13127131002005;2;No
13127131002009;2;No
13128011001009;2;No
13128011001023;2;No
13128011003016;2;No
13128021001010;2;No
13128021003012;2;No
13128021006001;2;No
13128021006042;2;No
13128031002017;2;No
13128031002020;2;No
13128031003032;2;No
13128031003502;2;No
13128041002011;2;No
13128041003901;2;No
13128051001003;2;No
13128051001004;2;No
13128061002023;2;No
13128061002033;2;No
13128061002034;2;No
13128061003009;2;No
13128061003023;2;No
13128061005022;2;No
13128071001011;2;No
13128071001023;2;No
13128071003001;2;No
13128071003011;2;No
13128071004004;2;No
13128071006004;2;No
13128071006021;2;No
13128071007016;2;No
13128071007017;2;No
13128071007019;2;No
13128071007030;2;No
13128071008015;2;No
13128081001017;2;No
13128081001018;2;No
13128081001020;2;No
13128081003007;2;No
13128081004003;2;No
13128091001007;2;No
13128101001006;2;No
13128101001029;2;No
13128101002008;2;No
13128101003002;2;No
13128101003014;2;No
13128101004010;2;No
13129011003016;2;No
13129011004009;2;No
13129011005013;2;No
13129021001010;2;No
13129021003001;2;No
13129021003007;2;No
13129021004003;2;No
13129031002003;2;No
13129031002033;2;No
13129031004026;2;No
13129041003006;2;No
13129051001026;2;No
13129051001031;2;No
13129051002048;2;No
13129051003008;2;No
13129051003027;2;No
13129051003032;2;No
13129061001033;2;No
13129061002022;2;No
13129061003042;2;No
13129061003901;2;No
13129071001005;2;No
13129071001013;2;No
13129071001016;2;No
13129071002001;2;No
13129071002012;2;No
13129071003002;2;No
13129071003005;2;No
13129071003021;2;No
13129071003039;2;No
13129071005002;2;No
13130011001013;2;No
13130011001016;2;No
13130021002001;2;No
13130021002029;2;No
13130021002033;2;No
13130021003007;2;No
13130021003014;2;No
13130021003023;2;No
13130021003024;2;No
13130021003026;2;No
13130031002019;2;No
13130031002044;2;No
13130031002058;2;No
13130031003008;2;No
13130051001005;2;No
13130051002007;2;No
13130051003037;2;No
13130051003040;2;No
13130051004008;2;No
13130051004013;2;No
13130061001018;2;No
13130061002014;2;No
13130061002038;2;No
13130061003006;2;No
13130061004001;2;No
13130071002008;2;No
13130071002027;2;No
13130071002034;2;No
13130071002040;2;No
13131011001005;2;No
13131011001006;2;No
13131011002005;2;No
13131011002009;2;No
13131011003010;2;No
13131011003034;2;No
13131011004006;2;No
13131011004010;2;No
13131011004014;2;No
13131021001001;2;No
13131021002005;2;No
13131021002006;2;No
13131021002013;2;No
13131031001014;2;No
13131031001015;2;No
13131031002031;2;No
13131031002034;2;No
13131031003006;2;No
13131031003010;2;No
13131031003019;2;No
13131041001001;2;No
13131041001018;2;No
13131041001022;2;No
13131041001036;2;No
13131041002005;2;No
13131041002037;2;No
13131051002004;2;No
13131051002006;2;No
13131051002032;2;No
13131051002039;2;No
13131061001004;2;No
13131061001018;2;No
13131061002007;2;No
13131071001006;2;No
13131071001012;2;No
13131071003019;2;No
13131071003041;2;No
13131071004010;2;No
13131071004021;2;No
13132011001005;2;No
13132011001009;2;No
13132011002009;2;No
13132011002901;2;No
13132011003008;2;No
13132011004007;2;No
13132011006004;2;No
13132021001026;2;No
13132021003039;2;No
13132021003046;2;No
13132021004023;2;No
13132021005008;2;No
13132021005011;2;No
13132021005017;2;No
13132021005025;2;No
13132021006001;2;No
13132021006007;2;No
13132021006023;2;No
13132021007004;2;No
13132021007011;2;No
13132031001026;2;No
13132031001504;2;No
13132031002013;2;No
13132031002023;2;No
13132031002028;2;No
13132031002033;2;No
13132031002038;2;No
13132041002003;2;No
13132041002027;2;No
13132041002028;2;No
13132041003004;2;No
13132041003501;2;No
13132041004015;2;No
13132041004016;2;No
13132041004017;2;No
13132041005002;2;No
13132041007010;2;No
13132041008016;2;No
13132051001012;2;No
13132051001015;2;No
13132051001022;2;No
13132051001027;2;No
13132051001041;2;No
13132051002029;2;No
13132051003003;2;No
13201011001002;2;No
13201011003010;2;No
13201011003017;2;No
13201011004019;2;No
13201011004024;2;No
13201011005006;2;No
13201011005008;2;No
13201011005010;2;No
13201021001013;2;No
13201021001045;2;No
13201021002011;2;No
13201021003013;2;No
13201021004021;2;No
13201021005002;2;No
13201021005009;2;No
13201021005010;2;No
13201021005019;2;No
13201021005020;2;No
13201021005026;2;No
13201021008007;2;No
13201021008008;2;No
13201031001011;2;No
13201031002001;2;No
13201031005007;2;No
13201031005015;2;No
13201031006008;2;No
13201031007033;2;No
13201031007044;2;No
13201031008027;2;No
13201041003026;2;No
13201041003068;2;No
13201041004001;2;No
13201041004003;2;No
13201041004010;2;No
13201041004016;2;No
13201041004020;2;No
13201041005013;2;No
13201041005026;2;No
13201041005027;2;No
13201051001003;2;No
13201051001012;2;No
13201051001019;2;No
13201051002001;2;No
13201051002011;2;No
13201051003002;2;No
13201051003023;2;No
13201051005014;2;No
13201051005028;2;No
13201051005032;2;No
13201051006013;2;No
13201051006500;2;No
13201051007005;2;No
13201051007012;2;No
13201051007017;2;No
13201051008006;2;No
13201051008009;2;No
13201051009010;2;No
13201051010005;2;No
13201051010016;2;No
13201051010018;2;No
13201061001039;2;No
13201061002046;2;No
13201061003043;2;No
13201061004007;2;No
13201061004009;2;No
13201061004035;2;No
13201061004045;2;No
13201061005012;2;No
13201061005014;2;No
13201061005034;2;No
13201061005035;2;No
13201061006013;2;No
13201061006020;2;No
13201061007002;2;No
13201071002008;2;No
13201071002012;2;No
13201071002018;2;No
13201071003018;2;No
13201071003027;2;No
13201071004004;2;No
13201071004019;2;No
13201071004038;2;No
13201071004901;2;No
13201071005013;2;No
13201071005021;2;No
13201071005024;2;No
13201071005034;2;No
13201071006014;2;No
13201071006024;2;No
13201071007006;2;No
13201071007007;2;No
13201071008001;2;No
13201071008003;2;No
13201071008016;2;No
13201081001006;2;No
13201081001028;2;No
13201081001032;2;No
13201081001036;2;No
13201081002008;2;No
13201081002009;2;No
13201081002012;2;No
13201081002013;2;No
13201081002016;2;No
13201081003004;2;No
13201081003016;2;No
13201081003032;2;No
13201081003033;2;No
13201081003037;2;No
13201081004009;2;No
13201081005011;2;No
13201081005901;2;No
13201081006006;2;No
13201081007004;2;No
13201081007005;2;No
13201081007007;2;No
13201081007009;2;No
13201081007019;2;No
13201081007041;2;No
13201081008008;2;No
13201081008011;2;No
13201081008016;2;No
13201091001035;2;No
13201091001038;2;No
13201091001045;2;No
13201091002021;2;No
13201091002023;2;No
13201091003006;2;No
13201091003023;2;No
13201091003025;2;No
13201091003032;2;No
13201091004008;2;No
13201091004015;2;No
13201091004019;2;No
13201091004030;2;No
13201091004035;2;No
13201091004041;2;No
13201091004901;2;No
13201101001003;2;No
13201101001007;2;No
13201101001011;2;No
13201101001014;2;No
13201101001018;2;No
13201101002007;2;No
13201101002027;2;No
13201101002031;2;No
13201101002047;2;No
13201101002050;2;No
13201101003010;2;No
13201101004007;2;No
13201101004008;2;No
13201101004013;2;No
13201101004032;2;No
13201101004040;2;No
13201101005029;2;No
13201101005041;2;No
13201101005045;2;No
13201101005049;2;No
13201101005053;2;No
13201101006031;2;No
13201111002005;2;No
13201111002011;2;No
13201111002024;2;No
13201111002027;2;No
13201111002031;2;No
13201111003008;2;No
13201111003018;2;No
13201111003032;2;No
13201111003036;2;No
13201111003041;2;No
13201111004001;2;No
13201111004012;2;No
13201111004029;2;No
13201121001022;2;No
13201121001044;2;No
13201121002018;2;No
13201121002020;2;No
13201121002051;2;No
13201121003005;2;No
13201121003021;2;No
13201121004003;2;No
13201121004025;2;No
13201121004029;2;No
13201121004035;2;No
13201121004054;2;No
13201121005016;2;No
13201121005017;2;No
13201121005027;2;No
13201121005028;2;No
13201121005032;2;No
13201131001011;2;No
13201131002007;2;No
13201131002010;2;No
13201131002012;2;No
13201131002040;2;No
13201131002041;2;No
13201131003009;2;No
13201131003010;2;No
13201131003018;2;No
13201131003020;2;No
13201141001037;2;No
13201141002019;2;No
13201141002031;2;No
13201141002054;2;No
13201141002055;2;No
13201141002901;2;No
13201141003005;2;No
13201141003013;2;No
13201141003035;2;No
13201141004002;2;No
13201141004007;2;No
13201141004020;2;No
13201141005007;2;No
13201141005016;2;No
13201141005020;2;No
13201141005030;2;No
13201141005032;2;No
13201141006031;2;No
13201141006047;2;No
13201141007016;2;No
13201141008004;2;No
13201141008014;2;No
13201151001015;2;No
13201151001029;2;No
13201151002013;2;No
13201151002041;2;No
13201151002046;2;No
13201151003034;2;No
13201151003053;2;No
13201161001008;2;No
13201161001036;2;No
13201161003032;2;No
13201161004011;2;No
13201161005009;2;No
13201161005012;2;No
13201161006001;2;No
13201161007003;2;No
13201161007008;2;No
13201161007009;2;No
13201161007011;2;No
13201161007012;2;No
13201161007014;2;No
13201161007017;2;No
13201161008006;2;No
13201161009014;2;No
13201161009017;2;No
13201161009024;2;No
13201171001007;2;No
13201171001021;2;No
13201171001022;2;No
13201171001025;2;No
13201171001039;2;No
13201171002007;2;No
13201171002011;2;No
13201171002015;2;No
13201171002020;2;No
13201171002021;2;No
13201171002023;2;No
13201171002031;2;No
13201171003001;2;No
13201171003009;2;No
13201171004003;2;No
13201171004023;2;No
13201171005003;2;No
13201171005007;2;No
13201171005013;2;No
13201171005022;2;No
13201171005031;2;No
13201171005042;2;No
13201171006015;2;No
13201171006017;2;No
13201171006018;2;No
13201181001026;2;No
13201181001035;2;No
13201181001039;2;No
13201181001040;2;No
13201181003009;2;No
13201181005007;2;No
13201181007010;2;No
13201181008005;2;No
13201181008008;2;No
13201181008015;2;No
13201181009014;2;No
13201181009016;2;No
13201181009019;2;No
13201181009023;2;No
13201191001001;2;No
13201191001010;2;No
13201191001011;2;No
13201191001013;2;No
13201191001015;2;No
13201191001020;2;No
13201191001031;2;No
13201191001032;2;No
13201191001039;2;No
13201191002004;2;No
13201191002024;2;No
13201191002028;2;No
13201191002901;2;No
13201191003004;2;No
13201191003009;2;No
13201191003024;2;No
13201191005012;2;No
13201191005020;2;No
13201191005026;2;No
13201191005030;2;No
13201191006006;2;No
13201191006008;2;No
13201191006025;2;No
13201191006030;2;No
13201191006036;2;No
13201191006042;2;No
13201191007022;2;No
13201191007039;2;No
13201191008014;2;No
13201191008024;2;No
13201191009001;2;No
13201191009006;2;No
13201191009007;2;No
13201191009020;2;No
13201191009025;2;No
13201191009042;2;No
13201191010014;2;No
13201191010017;2;No
13201191010036;2;No
13201191010050;2;No
13201191011015;2;No
13201191011016;2;No
13201191011020;2;No
13201191011023;2;No
13201191011024;2;No
13202012009080;2;No
13301011003002;2;No
13301011003025;2;No
13301011005015;2;No
13301011005023;2;No
13301011005024;2;No
13301011005025;2;No
13301011008007;2;No
13301011008017;2;No
13301011008020;2;No
13301011010012;2;No
13301011010021;2;No
13301011012028;2;No
13301022004029;2;No
13301022008064;2;No
13301031001009;2;No
13301031001014;2;No
13301032020130;2;No
13301061001015;2;No
13301061002019;2;No
13301061002026;2;No
13301061002901;2;No
13301061003004;2;No
13301061004032;2;No
13301061004033;2;No
13301061004038;2;No
13301061005002;2;No
13301061005012;2;No
13302011001066;2;No
13302011002030;2;No
13302011006005;2;No
13302011008002;2;No
13302031001023;2;No
13302031001026;2;No
13302031001029;2;No
13302031001901;2;No
13302031002018;2;No
13302031002038;2;No
13302031002045;2;No
13302031002057;2;No
13302031003001;2;No
13302031003005;2;No
13302031003032;2;No
13302031003036;2;No
13302031003039;2;No
13303011001017;2;No
13303011001022;2;No
13303021001007;2;No
13303021001016;2;No
13401011001001;2;No
13401011001015;2;No
13401011001023;2;No
13401011002001;2;No
13401011002009;2;No
13401011002020;2;No
13401021001007;2;No
13401021001013;2;No
13401021001028;2;No
13401021002002;2;No
13401021002027;2;No
13401031003003;2;No
13401031003008;2;No
13401041001008;2;No
13401041001018;2;No
13401041001027;2;No
13401041003007;2;No
13401041003022;2;No
13401041004005;2;No
13401051002501;2;No
13401051003003;2;No
13401051003023;2;No
13401051003024;2;No
13401051003039;2;No
13401051005016;2;No
13401061001014;2;No
13401061003901;2;No
13401061004001;2;No
13401061004005;2;No
13401061004008;2;No
13401061004013;2;No
13401061004021;2;No
13401061005003;2;No
13401061005009;2;No
13401061006001;2;No
13401061006002;2;No
13401061007028;2;No
13401061007036;2;No
13401061008019;2;No
13401061009011;2;No
13401061010039;2;No
13401061011009;2;No
13401061011015;2;No
13401061011017;2;No
13401061013012;2;No
13401061013023;2;No
13401081001019;2;No
13401081001027;2;No
13401081002009;2;No
13401081002012;2;No
13401081002020;2;No
13401081002033;2;No
13401081002034;2;No
13401081003030;2;No
13401081004003;2;No
13401081004025;2;No
13401081004029;2;No
13401081004031;2;No
13401081004034;2;No
13401081005011;2;No
13401081006018;2;No
13401081006021;2;No
13401081006022;2;No
13401081006901;2;No
13401081007009;2;No
13401081007021;2;No
13401081007032;2;No
13401081008036;2;No
13401081008041;2;No
13401091001002;2;No
13401091001008;2;No
13401091002016;2;No
13401091002022;2;No
13401091002031;2;No
13401091003001;2;No
13401091003014;2;No
13401091003022;2;No
13401091003027;2;No
13401091004024;2;No
13401091004028;2;No
13401101001043;2;No
13401101001901;2;No
13401101002502;2;No
13401101003003;2;No
13401101003041;2;No
13401101004024;2;No
13401101004027;2;No
13401101005028;2;No
13401101006021;2;No
13401101006043;2;No
13401111001021;2;No
13401111001033;2;No
13401111001048;2;No
13401111001901;2;No
13401111002001;2;No
13401111002005;2;No
13401111004002;2;No
13401111004009;2;No
13401111005012;2;No
13401111005013;2;No
13401111006004;2;No
13401111006009;2;No
13401121001004;2;No
13401121001008;2;No
13401122006015;2;No
13401122007018;2;No
13401131001016;2;No
13401131001023;2;No
13401131002018;2;No
13401131004001;2;No
13401131004007;2;No
13401131004011;2;No
13401131004019;2;No
13401141001027;2;No
13401141002008;2;No
13401141002010;2;No
13401141003509;2;No
13401141004023;2;No
13401141005015;2;No
13402011001004;2;No
13402011001007;2;No
13402011001036;2;No
13402011001069;2;No
13402011001074;2;No
13402011002030;2;No
13402011002045;2;No
13402011003500;2;No
13402011004024;2;No
13402011004700;2;No
13402011005025;2;No
13402011005026;2;No
13402011006004;2;No
13402011006021;2;No
13402011007001;2;No
13402011007036;2;No
13402011008021;2;No
13402011008024;2;No
13402011010014;2;No
13402011010035;2;No
13402011010055;2;No
13402012002031;2;No
13402021002004;2;No
13402021002024;2;No
13402031001018;2;No
13402031002003;2;No
13402031002021;2;No
13402031002023;2;No
13402031002027;2;No
13402041001004;2;No
13402041001021;2;No
13402041001039;2;No
13402041002026;2;No
13402041002030;2;No
13402041003013;2;No
13402051001019;2;No
13403051001031;2;No
13403051001033;2;No
13403051002002;2;No
13403051002004;2;No
13403051002011;2;No
13404011001035;2;No
13404011002004;2;No
13404011002006;2;No
13404011002009;2;No
13404061001003;2;No
13404061001018;2;No
13404061001020;2;No
13404061001022;2;No
13404061002001;2;No
13404061002037;2;No
13404061002039;2;No
13404061002042;2;No
13404061002901;2;No
13404061003009;2;No
13404061004031;2;No
13404061004033;2;No
13404081001007;2;No
13404081001016;2;No
13501011001020;2;No
13501011003003;2;No
13501011003007;2;No
13501011003018;2;No
13501011003027;2;No
13501011004001;2;No
13501011004005;2;No
13501011004027;2;No
13501011004030;2;No
13501011005025;2;No
13501011006007;2;No
13501011006009;2;No
13501011007017;2;No
13501011007029;2;No
13501021001001;2;No
13501021001007;2;No
13501021002003;2;No
13501021003001;2;No
13501021003010;2;No
13501021003021;2;No
13501021003024;2;No
13501021003032;2;No
13501021004019;2;No
13501021004020;2;No
13501021004021;2;No
13501021005019;2;No
13501021006014;2;No
13501021006024;2;No
13501021007021;2;No
13501141002039;2;No
13501141003004;2;No
13501141003025;2;No
13503011001018;2;No
13503011001023;2;No
13503011001035;2;No
13503011003034;2;No
13503012006016;2;No
13503012014040;2;No
13503061002011;2;No
13601011001004;2;No
13601011001009;2;No
13601011001013;2;No
13601011001032;2;No
13601011001037;2;No
13601011002013;2;No
13601011002016;2;No
13601011002049;2;No
13601011003017;2;No
13601011004004;2;No
13601011004024;2;No
13601011004030;2;No
